CO2_1;CO2_2;CO2_medium;Temp_1;Temp_2;Temp_medium;Accuracy_1;Accuracy_2;Min_CO2_1;Min_CO2_2; time
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;285.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;286.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;287.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;288.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;289.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;290.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;291.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;292.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;293.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;294.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;295.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;296.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;297.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;298.000;
395.000;371.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;299.000;
CO2_1;CO2_2;CO2_medium;Temp_1;Temp_2;Temp_medium;Accuracy_1;Accuracy_2;Min_CO2_1;Min_CO2_2; time
409.000;386.000;397.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;0.000;
417.000;394.000;405.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;1.000;
417.000;395.000;406.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;2.000;
417.000;395.000;406.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;3.000;
417.000;396.000;406.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;4.000;
417.000;396.000;406.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;5.000;
418.000;396.000;407.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;6.000;
418.000;396.000;407.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;7.000;
418.000;396.000;407.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;8.000;
418.000;396.000;407.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;9.000;
418.000;396.000;407.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;10.000;
418.000;396.000;407.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;11.000;
418.000;396.000;407.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;12.000;
418.000;397.000;407.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;13.000;
418.000;397.000;407.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;14.000;
418.000;397.000;407.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;15.000;
418.000;397.000;407.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;16.000;
418.000;397.000;407.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;17.000;
418.000;397.000;407.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;18.000;
417.000;397.000;407.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;19.000;
417.000;397.000;407.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;20.000;
417.000;397.000;407.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;21.000;
417.000;398.000;407.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;22.000;
417.000;398.000;407.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;23.000;
417.000;398.000;407.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;24.000;
417.000;398.000;407.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;25.000;
417.000;398.000;407.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;26.000;
417.000;398.000;407.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;27.000;
417.000;398.000;407.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;28.000;
417.000;398.000;407.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;29.000;
417.000;399.000;408.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;30.000;
417.000;399.000;408.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;31.000;
417.000;399.000;408.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;32.000;
417.000;399.000;408.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;33.000;
417.000;400.000;408.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;34.000;
416.000;400.000;408.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;35.000;
416.000;400.000;408.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;36.000;
416.000;400.000;408.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;37.000;
416.000;400.000;408.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;38.000;
415.000;400.000;407.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;39.000;
415.000;400.000;407.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;40.000;
415.000;400.000;407.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;41.000;
414.000;401.000;407.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;42.000;
414.000;400.000;407.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;43.000;
414.000;400.000;407.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;44.000;
414.000;400.000;407.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;45.000;
415.000;400.000;407.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;46.000;
415.000;401.000;408.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;47.000;
415.000;401.000;408.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;48.000;
415.000;401.000;408.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;49.000;
415.000;401.000;408.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;50.000;
416.000;401.000;408.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;51.000;
416.000;401.000;408.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;52.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;53.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;54.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;55.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;56.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;57.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;58.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;59.000;
417.000;400.000;408.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;60.000;
417.000;400.000;408.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;61.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;62.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;63.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;64.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;65.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;66.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;67.000;
417.000;402.000;409.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;68.000;
417.000;402.000;409.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;69.000;
417.000;402.000;409.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;70.000;
417.000;402.000;409.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;71.000;
417.000;402.000;409.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;72.000;
417.000;402.000;409.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;73.000;
417.000;402.000;409.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;74.000;
417.000;402.000;409.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;75.000;
417.000;402.000;409.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;76.000;
417.000;402.000;409.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;77.000;
417.000;402.000;409.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;78.000;
417.000;402.000;409.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;79.000;
417.000;402.000;409.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;80.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;81.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;82.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;83.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;84.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;85.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;86.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;87.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;88.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;89.000;
417.000;401.000;409.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;90.000;
417.000;400.000;408.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;91.000;
417.000;400.000;408.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;92.000;
417.000;400.000;408.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;93.000;
416.000;401.000;408.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;94.000;
416.000;401.000;408.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;95.000;
416.000;400.000;408.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;96.000;
416.000;400.000;408.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;97.000;
415.000;400.000;407.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;98.000;
415.000;400.000;407.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;99.000;
414.000;399.000;406.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;100.000;
414.000;399.000;406.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;101.000;
413.000;399.000;406.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;102.000;
412.000;399.000;405.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;103.000;
412.000;399.000;405.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;104.000;
411.000;398.000;404.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;105.000;
411.000;398.000;404.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;106.000;
410.000;397.000;403.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;107.000;
410.000;396.000;403.000;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;108.000;
409.000;396.000;402.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;109.000;
408.000;395.000;401.500;21.000;19.000;20.000;0.000;0.000;0.000;3584.000;110.000;
407.000;395.000;401.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;111.000;
407.000;395.000;401.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;112.000;
407.000;394.000;400.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;113.000;
406.000;393.000;399.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;114.000;
405.000;393.000;399.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;115.000;
405.000;393.000;399.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;116.000;
405.000;392.000;398.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;117.000;
405.000;392.000;398.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;118.000;
404.000;391.000;397.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;119.000;
404.000;391.000;397.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;120.000;
404.000;390.000;397.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;121.000;
403.000;390.000;396.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;122.000;
403.000;390.000;396.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;123.000;
402.000;389.000;395.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;124.000;
402.000;388.000;395.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;125.000;
402.000;388.000;395.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;126.000;
401.000;387.000;394.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;127.000;
401.000;387.000;394.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;128.000;
400.000;386.000;393.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;129.000;
400.000;386.000;393.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;130.000;
400.000;385.000;392.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;131.000;
399.000;384.000;391.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;132.000;
399.000;384.000;391.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;133.000;
399.000;384.000;391.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;134.000;
398.000;384.000;391.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;135.000;
398.000;383.000;390.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;136.000;
398.000;382.000;390.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;137.000;
398.000;382.000;390.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;138.000;
398.000;382.000;390.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;139.000;
398.000;382.000;390.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;140.000;
398.000;381.000;389.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;141.000;
398.000;381.000;389.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;142.000;
398.000;380.000;389.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;143.000;
398.000;380.000;389.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;144.000;
398.000;380.000;389.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;145.000;
398.000;380.000;389.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;146.000;
398.000;379.000;388.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;147.000;
398.000;379.000;388.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;148.000;
398.000;378.000;388.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;149.000;
398.000;378.000;388.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;150.000;
398.000;378.000;388.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;151.000;
398.000;377.000;387.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;152.000;
397.000;377.000;387.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;153.000;
397.000;376.000;386.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;154.000;
397.000;376.000;386.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;155.000;
397.000;376.000;386.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;156.000;
396.000;375.000;385.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;157.000;
396.000;375.000;385.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;158.000;
396.000;374.000;385.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;159.000;
395.000;374.000;384.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;160.000;
395.000;374.000;384.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;161.000;
395.000;374.000;384.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;162.000;
394.000;374.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;163.000;
394.000;374.000;384.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;164.000;
394.000;373.000;383.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;165.000;
393.000;373.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;166.000;
393.000;373.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;167.000;
393.000;373.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;168.000;
393.000;373.000;383.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;169.000;
392.000;372.000;382.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;170.000;
392.000;372.000;382.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;171.000;
392.000;372.000;382.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;172.000;
391.000;372.000;381.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;173.000;
391.000;372.000;381.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;174.000;
391.000;372.000;381.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;175.000;
390.000;371.000;380.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;176.000;
390.000;371.000;380.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;177.000;
390.000;371.000;380.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;178.000;
390.000;370.000;380.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;179.000;
390.000;370.000;380.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;180.000;
389.000;370.000;379.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;181.000;
389.000;370.000;379.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;182.000;
389.000;370.000;379.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;183.000;
388.000;370.000;379.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;184.000;
388.000;369.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;185.000;
388.000;369.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;186.000;
388.000;369.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;187.000;
388.000;369.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;188.000;
388.000;369.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;189.000;
387.000;369.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;190.000;
387.000;369.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;191.000;
387.000;368.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;192.000;
387.000;368.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;193.000;
387.000;369.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;194.000;
387.000;369.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;195.000;
387.000;369.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;196.000;
387.000;369.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;197.000;
387.000;369.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;198.000;
387.000;369.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;199.000;
387.000;369.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;200.000;
387.000;369.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;201.000;
387.000;369.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;202.000;
388.000;369.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;203.000;
388.000;369.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;204.000;
388.000;369.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;205.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;206.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;207.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;208.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;209.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;210.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;211.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;212.000;
387.000;368.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;213.000;
387.000;369.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;214.000;
387.000;368.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;215.000;
387.000;368.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;216.000;
387.000;368.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;217.000;
387.000;368.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;218.000;
386.000;368.000;377.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;219.000;
386.000;368.000;377.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;220.000;
386.000;368.000;377.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;221.000;
386.000;367.000;376.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;222.000;
386.000;367.000;376.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;223.000;
386.000;367.000;376.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;224.000;
386.000;367.000;376.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;225.000;
386.000;367.000;376.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;226.000;
386.000;367.000;376.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;227.000;
386.000;367.000;376.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;228.000;
386.000;367.000;376.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;229.000;
386.000;367.000;376.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;230.000;
387.000;367.000;377.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;231.000;
387.000;367.000;377.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;232.000;
387.000;367.000;377.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;233.000;
387.000;367.000;377.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;234.000;
387.000;367.000;377.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;235.000;
387.000;367.000;377.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;236.000;
387.000;367.000;377.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;237.000;
387.000;367.000;377.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;238.000;
387.000;367.000;377.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;239.000;
387.000;367.000;377.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;240.000;
387.000;367.000;377.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;241.000;
388.000;367.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;242.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;243.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;244.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;245.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;246.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;247.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;248.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;249.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;250.000;
388.000;367.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;251.000;
388.000;367.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;252.000;
388.000;367.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;253.000;
388.000;367.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;254.000;
388.000;367.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;255.000;
388.000;367.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;256.000;
388.000;367.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;257.000;
388.000;367.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;258.000;
388.000;367.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;259.000;
388.000;367.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;260.000;
388.000;367.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;261.000;
388.000;367.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;262.000;
388.000;367.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;263.000;
388.000;367.000;377.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;264.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;265.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;266.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;267.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;268.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;269.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;270.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;271.000;
388.000;368.000;378.000;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;272.000;
388.000;369.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;273.000;
388.000;369.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;274.000;
388.000;369.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;275.000;
388.000;369.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;276.000;
388.000;369.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;277.000;
388.000;369.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;278.000;
388.000;369.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;279.000;
388.000;369.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;280.000;
388.000;369.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;281.000;
388.000;369.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;282.000;
388.000;369.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;283.000;
388.000;369.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;284.000;
388.000;369.000;378.500;21.000;19.000;20.000;0.000;0.000;0.000;3840.000;285.000;
